# ObsMCLauncher MOD翻译文件
# 格式：curseforge_id|mod_ids|chinese_name|abbr
# 数据来源：mcmod百科 + HMCL + PCL2 融合
#
animatica-foxified|animatica|Animatica Foxified|
animaticareforged|animatica|AnimaticaReforged|
animationoverhaul|animation_overhaul|Animation Overhaul|
animationapi|AnimationAPI|AnimationAPI|
animationjs|animationjs|AnimationJS|
|tclgraphics|Animatrix and GraphicsExpanded 1.7.10|
animus|animus|Animus|
|anno|Anno|
annotationlib|annotation_lib|AnnotationLib|
anointed-items|anointeditems|Anointed Items|
|another|Another|At
another-changed|a_changed|Another Changed Mod|
another-liquid-milk|almm|Another Liquid Milk|
another-one-bites-the-dust|aobd|Another One Bites the Dust|AOBD
|another_pickaxe|Another Pickaxe|
another-unbreakable-enchantment|aue|Another Unbreakable Enchantment|AUE
another-weapons|another_weapons|Another Weapons|AW
|ase|AnotherSimpleElevator|ASE
|assembly|Ansamblu|
anthropophagy|anthropophagy|Anthropophagy|
anti-creative-drift|anticreativedrift|Anti Creative Drift|
anti-mob-cheese|anti_mob_farm|Anti Mob Farm|
anti-mob-griefing|antimobgriefing|Anti Mob Griefing|
anti-rat-dungeon|anti_rat_dungeon|Anti Rat Dungeon|
anti-spider-climbing|anti-spider-climb|Anti Spider Climbing|
antiblocksrechiseled|antiblocksrechiseled|AntiBlocksReChiseled|
|antighost|AntiGhost FORK|
|antilootgame|AntiLootGame|
|antishulkerdupe|AntiShulkerDupe|
|antiwurst|AntiWurst|AW
antixray|antixray|AntiXray|
antibat|antibat|Antibat|
|antique-atlas|Antique Atlas 4|
antique-atlas-reborn|antiqueatlas|Antique Atlas Reborn|
|antiquecities|Antique Cities|
antique-dragons|antiquedragons|Antique Dragons|
antique-rockets|antique-rockets|Antique Rockets|
antique-trading-ship|antique_trading_ship|Antique Trading Ship|
antisocial|antisocial|Antisocial|
ants-unleashed|ants_unleashed|Ants Unleashed|
anvians-lib|anvianslib|Anvian's Lib|
anvil-cell-workbench|anvil_cell_workbench|Anvil Cell Workbench|
anvil-never-too-expensive|ante|Anvil Never Too Expensive|ANTE
anvil-patch-lawful|anvilpatch|Anvil Patch - lawful|
anvil-player-heads-fabric|headrename|Anvil Player Heads|
anvil-repairing|anvilrepairing|Anvil Repairing|
anvil-tweaks|anviltweaks|Anvil Tweaks|
|skyland|AnvilCraft SkyLandMod|AncSL
any-lanterns|any_lanterns|Any Lanterns!|
|TravelDokodemoDoor|Anywhere Travel Door / 遠征どこでもドア|
|aoawikihelpermod|AoA WikiHelper Mod|
aoa-end-realmstone|aoaendr|AoA: Extra Realmstones|
apathy-mod|apathy|Apathy|
|apathyutils|ApathyUtils|
aperture|aperture|Aperture|
apex-guns|apexguns|Apex 枪械工艺|
apexcore|apexcore|ApexCore|
apoca-mobs|apocamobs|Apoca-Mobs|
apocalypse-now|apocalypsenow|Apocalypse Now|
apocalypsecraft|apocalypse_craft|ApocalypseCraft|
tacz-chaoscrafts-apocalyptic-arsernal|apocalypticarsenal|Apocalyptic Arsenal​​|
apocalyptic-fortress|hexfortress|Apocalyptic Fortress|
apogee|apogee|Apogee|
|apoli|Apoli|
|apollo_the_parrot|Apollo the Parrot|
apollos-additional-structures|apollo|Apollo's Additional Structures|
apollyon|apollyon|Apollyon|
apotheosis-ascended|apotheosis_ascended|Apotheosis Ascended|
apotheosis-threat|apothluckaffix|Apotheosis Threat Multiplier|
apotheosis-totem|amelet|Apotheosis Totem|
apotheosis-x-irons-spellbooks-compat|irons_apothic|Apotheosis x Iron's Spellbooks Compat|
apotheotic-additions|apotheotic_additions|Apotheotic Additions|
apotheotic-creation|apotheoticcreation|Apotheotic Creation|
apothic-amendments-enchanting|apothic_amendments__enchanting|Apothic Amendments - Enchanting|
apothic-attributes|attributeslib|Apothic Attributes (AttributesLib)|
apothic-compats|apothic_compats|Apothic Compats|
apothic-curios|apothiccurios|Apothic Curios|
apothic-enchanting|apothic_enchanting|Apothic Enchanting|
apothic-materials|apothic_materials|Apothic Materials|
apothic-mutant-heads|apothic_mutant_heads|Apothic Mutant Heads|
apothic-reforge-tokens|apotheosis_reforge_token|Apothic Reforge Tokens|
apothic-science-moa-stats|apothic_science_moa_stats|Apothic Science: MOA Stats|
apothic-spawners|apothic_spawners|Apothic Spawners|
apothic-supplementaries-enchanting|apothic_sups_enchanting|Apothic Supplementaries - Enchanting|
|appmachine|AppMachine|
apple-cows|apple_cows|Apple Cows|
apple-crates|apple_crates|Apple Crates|
applemilktea2-tweaked||AppleMilkTea2 Tweaked|
appliances|appliances|Appliances|
appliances-mod||Appliances - 已失效|
applied-energistics-delight|applied-energistics-delight,appliedenergisticsdelight|Applied Energistics Delight|
applied-energistics-delight|appliedenergisticsdelight|Applied Energistics Delight - 已失效|
appliedenergisticsoddities|ae_oddities|Applied Energistics Oddities|AEO
applied-experienced|appex|Applied Experienced|
applied-schematicannon|appliedschematicannon|Applied Schematicannon|
applied-soul|appliedsoul|Applied Soul|
|appspec|Applied Spectrometry|appspec
appliede|appliede|AppliedE|
appliedenergisticstweaker|appliedenergisticstweaker|AppliedEnergisticsTweaker|
appliedsync|appliedsync|AppliedSync|
april-fools|aprilfools|April Fools|
|apron|Apron|
apugli|apugli|Apugli|
aquaacrobaticslegacy|aquaacrobatics|Aqua Acrobatics Legacy|
aqua-geode|aqua_structure|Aqua Geode|
aquapatch|aquapatch|AquaPatch|
aquaculture-tinkers|aquaculture-tinkers|Aquaculture Tinkers|
aquafina|aquafina|Aquafina|
aquatic-abyss|aquaticabyss|Aquatic Abyss|
aquatic-armors|aquaticarmors|Aquatic Armors|
aquatic-craft|aquaticcraft|Aquatic Craft|
aquatic-frontiers|aquatic_frontiers|Aquatic Frontiers|
aquatic-odyssey-mod|aquaticabyssmod|Aquatic Odyssey|
aquatic-torches|aquatictorches|Aquatic Torches|
aquatic-torches-returns|aquatictorches|Aquatic Torches Returns|
aquaticamod|aquatica|Aquatica_|
arachnophobia-mode-for-minecraft|arachnophobiamode|Arachnophobia Mode For Minecraft|
araxers-bestiary|araxers_bestiary|Araxer's Bestiary|
quality-hails|qualityhails|Arbalest Golems|
arboreal-nature|arborealnature|Arboreal Nature|
arboria|arboria|Arboria|
|arboria_saplings|Arboria Saplings|
|arboria|Arboria: Biome Enhancement|
arc|arc|Arc Lib|
arcaea|arcaea,mukaimods|Arcaea韵律源点|
arcane-additions|arcaneadditions|Arcane Additions|
arcane-apprentices|arcaneapprentices|Arcane Apprentices|
arcane-lanterns|arcane_lanterns|Arcane Lanterns|AL
arcanemysteries|projectshadow|Arcane Mysteries - Secrets of the World|
arcane-tablet|projex|Arcane Tablet|
arcane-world|arcaneworld|Arcane World|
arcanmira|arcanmira|Arcanmira|
arcanus|arcanuscontinuum|Arcanus|
arcanus-legacy|arcanus|Arcanus: Legacy|
arch-bows|archbows|Arch Bows|
archaeology-banners|archaeology_banners,archaeologybanners|Archaeology Banners|
archaicfix|archaicfix|Archaic Fix|
archaic-guns|archaicguns|Archaic Guns|
|archaicfix|ArchaicFixFork|
arche|arche|Arche|
archeological|archeological|Archeological|
archeology-api|archaeology_api|Archeology API|
archeology-plus|archeologyplus|Archeology Plus|
archeon|archeon|Archeon|
|archers_plushies|Archer's Plushies|
archers|archers|Archers (RPG Series)|
archers-expansion|archers_expansion|Archers Expansion (More RPG Classes)|
archery-expansion|archeryexp|Archery Expansion|
archery-expansion-squared|archexpsquared|Archery Expansion Squared|
archisections|ArchiSections|ArchiSections|
architects-friend|ArchitectFriend|Architect's Friend|
architectual-blocks||Architectual Blocks|
architectury-api|architectury|Architectury API|
archmagus|archmagus|Archmagus|
archon|archon|Archon|
|arclight|Arclight|
ardagrass|ardagrass|ArdaGrass|
are-you-blind|areyoublind|Are You Blind!?|
areas|areas|Areas|
areas-undefined|areas_undefined|Areas Undefined|AU
|argusmod|Argus' Weapons Mod|AWM
arkifs-hoverboard-mod|hoverboardmod|Arkif's Hoverboard Mod|
arkys-environment|arky_environment|Arky's Environment|
|mr_arm_erstands|Arm-er Stands|
|jct|Armadillo Armor by JayCubTruth|
armadillo-scute-armor|armadillo-scute-armor|Armadillo Scute Armor|
armageddon|armageddon_mod|Armageddon|
armamentarium|armamentarium|Armamentarium|
armiger|armiger|Armiger|
armor-damage-scaling-forge-fabric|armordamagescale|Armor & damage scaling|
armor-abilities|aabilites|Armor Abilities|
|armor_hud|Armor Hud|
armor-hud-by-mcjunky33|armor_hud|Armor Hud by Mcjunky33|
armorpoints|armorpointspp|Armor Points ++|
|armor_rack|Armor Rack|
armor-restitched|armor_restitched|Armor Restitched|
armor-set-bonuses|spacecatasb|Armor Set Bonuses|ASB
armor-smelter|smeltchevsky|Armor Smelter|
armor-souls-reforged|armor_souls_reforged|Armor Souls: Reforged|
armor-stand-poses-datapack|armor_stand|Armor Stand Poses|
armor-stand-shift-swap|armorstandshiftswap|Armor Stand Shift Swap|
armor-statues|armorstatues|Armor Statues|AS
armor-toughness-bar-updated||Armor Toughness Bar (Ported)|
armor-trim-item-fix|armortrimItemfix|Armor Trim Item Fix|
armor-trims|armor_trims|Armor Trims Backport|
armor-visibility|armor_visibility,armour_visibility|Armor Visibility|
armor-weight|armor_weight|Armor Weight|
|armor_custommodeldata|ArmorCustomModelData|
armorskin|armorskin|ArmorSkin|
armored-arms|armoredarms|Armored Arms|
armored-combat-enhancer|armoredcombatenhancer|Armored Combat Enhancer|
armored-doggo|armoreddoggo|Armored Doggo|
armored-golems|armored_golems|Armored Golems|
armored-mobs|armored_mobs|Armored Mobs|
armored-redstone|armored_redstone|Armored Redstone|
armorful|armorful|Armorful|
armors-hud-revived-liteloader-only|ArmorsHUDRevived|Armors HUD Revived|
armortip|armortip|Armortip|
armory-expansion-bits-and-pieces|armoryexpansion-bitsandpieces|Armory Expansion - Bits And Pieces|
armour|armorplusplus|Armour++|
arnicalib|arnicalib|ArnicaLib|
aroma1997core|Aroma1997Core,Aroma1997CoreHelper,aroma1997core|Aroma1997Core|
aroma1997s-dimensional-world|Aroma1997sDimension,aroma1997sdimension,aroma1997sdimensionalworld|Aroma1997的维度世界|
aromatic|aromatic|Aromatic|
arrhys-simple-currency|arrhys_simple_currency|Arrhy's Simple Currency|
arrow-pointers|arrow_pointers|Arrow pointers|
arrowcamfabric|arrowcam|ArrowCam|
arrows-ignite-tnt||Arrows Ignite TNT|
arrows-info|cr-arrows-info|Arrows Info|
ars-additions|ars_additions|Ars Additions|
ars-armiger|ars_armiger|Ars Armiger|
ars-arsenal|arsarsenal|Ars Arsenal|
ars-artifice|ars_artifice|Ars Artifice|
ars-botania|ars_botania|Ars Botania|
ars-caelum|ars_caelum|Ars Caelum|
ars-controle|ars_controle|Ars Controle|
ars-creo|ars_creo|Ars Creo|
ars-elixirum-forge|elixirum|Ars Elixirum|
ars-enderstorage|ars_enderstorage|Ars EnderStorage|
ars-expanded-combat|ec_ars_plugin|Ars Expanded Combat|
ars-instrumentum|ars_instrumentum|Ars Instrumentum|
ars-mage-fight|ars_mage_fight|Ars Mage Fight|
ars-magica-legacy|arsmagicalegacy|Ars Magica: Legacy|
ars-meteorites|arsmeteorites|Ars Meteorites|
ars-nouveau-delight|ars-nouveau-delight|Ars Nouveau Delight|
ars-nouveau-delight|arsnouveaudelight|Ars Nouveau Delight - 已失效|
ars-ocultas|ars_ocultas|Ars Ocultas|
ars-omega|arsomega|Ars Omega|
ars-technica|ars_technica|Ars Technica|
ars-energistique|arseng|Ars Énergistique|
arsarms|arsarms|ArsArms - Ars Nouveau & Timeless and Classics Zero|
akkamaddis-arsenic-and-lace|ArsenicAndLace|Arsenic and Lace|
akkamaddis-arsenic-and-lace|akkamaddisarsenicandlace|Arsenic and Lace - 新|
|arstarmorhud|Arst Armor Hud|
arst-motion-blur|arst_motion_blur|Arst Motion Blur|
arte-magicum|arte_magicum|Arte Magicum|
|artedprvt|ArtedPrvt Frame|
artemis-flower-pots|flowerpots|Artemis' Flower Pots|
|artemis_thin_logs|Artemis' Thin Logs|
artemislib|artemislib|ArtemisLib|
arthropocolypse|arthropocolypse|Arthropocolypse|
arphex|arphex|Arthropod Phobia Expansions + Horror Bosses (Spider Moth)|ArPhEx
arthropod-reborn|arthropod_reborn|Arthropod Reborn|AR
artifality|artifality|Artifality|
|artificialcreature|Artificial Creature|
|artificial_lightning|Artificial Lightning Mod|
artificial-thunder|artificial_thunder|Artificial Thunder|
artisan-integrations|artisanintegrations|Artisan Integrations|
artisan-pottery|pottery|Artisan Pottery|
artisanat|artisanat|Artisanat|
artisticcraft|artisticraft|ArtisticCraft|
artsandcrafts|arts_and_crafts|Arts & Crafts|
|asahi|Asahi|
ascended-quark|ascended_quark|Ascended Quark|
ascension-end|ascension_end|Ascension End|
ascension-megamons|ascension_megamons|Ascension Megamons|
ascension-nether|acd_nether|Ascension Nether|
ascension-of-the-divine|crustyburritosalotofstuffmod|Ascension of the Divine|
asgard-shield-reloaded|asr|Asgard Shield: Reloaded|ASR
ash-api|ash_api|Ash API|
akkamaddis-ashenwheat|ashenwheat|Ashenwheat|
asian-fountains|asianfountain|Asian Fountains|
|asielib|AsieLib|
asmodeuscore|asmodeuscore|Asmodeus Core|
aspects-origins-addon|aspects|Aspects|
aspen|aspen|Aspen|
asphere|asphere|Asphere|
|assembly|AssemblyMod|AM
assetmover|AssetMover,assetmover|AssetMover|
assorted-core|assortedcore|Assorted Core|
assorted-discoveries|assorteddiscoveries|Assorted Discoveries|
assorted-lib|assortedlib|Assorted Lib|
assorted-tools|assortedtools|Assorted Tools|
assortment|assortment|Assortment|
astemirs-fireflies|firefliesmod|Astemir's Fireflies|
astemirs-forest-craft|forestcraft|Astemir's Forest Craft|
astemirlib|astemirlib|AstemirLib|
asteorbar|asteorbar|Asteor的状态栏和血量显示|
|asthumiphss_maples|Asthumiphs's 枫树|
astikor-carts-tfc|tfcastikorcarts|Astikor Carts TFC|
astikor-carts-tfc-florae|astikorcartstfcf|Astikor Carts TFC Florae|
astikorcarts|astikorcarts|AstikorCarts|
astikor-carts-redux|astikorcarts|AstikorCarts Redux|
astounding|astounding|Astounding|AUD
astral-dimension|astral_dimension|Astral Dimension|
astral-dimensions-create-compats|create_astral_dimensions_compat|Astral Dimension Create Compats|
astral-dragon||Astral Dragon|
astral-sorcery-anti-anti-fake-player-asaafp|asaafp|Astral Sorcery Anti Anti Fake Player|ASAAFP
ccastroadds|ccastroadds|Astro Adds to Chest Cavity|
astrocraft-mod|astrocraft|Astrocraft|
astrological|astrological,inversia|Astrological / Inversia|
|astronomical|Astronomical|
|async|Async|
async-locator|asynclocator|Async Locator|
asynchronous-reprojection|ar_mod|Asynchronous Reprojection|
athena|athena,stitch|Athena / Stitch|
athena-mod||Athena / Stitch - 已失效|
athenaeum|athenaeum|Athenaeum|
atlantis-api|atlantis|Atlantis API|
atlantis-api||Atlantis API - 已失效|
|atlas|Atlas|
atlas-api|atlas_api|Atlas API|AA
atlas-extras|atlasextras|Atlas Extras|
atlas-lib|atlaslib|Atlas Lib|
atmosfera|atmosfera|Atmosfera|
|atom_jcef|Atom-JCEF|
atomicstrykers-magic-yarn|MagicYarn,atomicstrykersmagicyarn|AtomicStryker的魔法线|
attachable-grinder|attachablegrinder|Attachable Grinder|
|attack-distance|Attack Distance|
attack-on-christmas|aoc|Attack On Christmas|
attack-through-grass|atg|Attack Through Grass|ATG
|af|AttackFix|AF
attribute-tooltip-fix|attributetooltipfix|Attribute Tooltip Fix|
attributizer|attributizer|Attributizer|
audaki-cart-engine|audaki_cart_engine|Audaki Cart Engine|
audino|audino|Audino|
audio-extension-for-fancymenu-forge|fmextension_audio|Audio Extension for FancyMenu|
audio-hotkeys|audio_hotkeys|Audio Hotkeys|
audio-improvements|audioimprovements|Audio Improvements|
audioplayer|audioplayer|AudioPlayer|
auditory|auditory|Auditory|
auditory-continued|auditory|Auditory Continued|
auracontrol|auracontrol|AuraControl|
auraddons|auraaddons|Auraddons|
aureate-reliquary|aureatereliquary|Aureate Reliquary|
aureus-simple-slabs|aureusslabs|Aureus' Simple Slabs|
|rubeAurora|Aurora Rubealis|
aurorasdecorations|aurorasdeco|Aurora's Decorations|
tfc-auroras|auroras,tfcauroras|Auroras|
auth-me|authme|Auth Me|
|authproxy|AuthProxy|
auto-afk|autoafk|Auto AFK|
auto-attack-rebirth|autoattack|Auto Attack Rebirth|
auto-config-updated-api|autoconfig1u|Auto Config Updated API|
auto-crouch|auto-crouch|Auto Crouch|
auto-elytra|autoelytra|Auto Elytra|
|autogg|Auto GG|
auto-hud|autohud|Auto HUD|
auto-leveling|autoleveling|Auto Leveling|
auto-look|autolook|Auto Look|
auto-network-lib|autonetworklib|Auto Network Lib|
auto-ore-dictionary-converter|autooredictconv|Auto Ore Dictionary Converter|AODC
auto-reconnect|autoreconnect|Auto Reconnect|
autoreconnectrf|autoreconnectrf|Auto Reconnect Reforged|
auto-replace|autoreplacemod|Auto Replace|
|autoreset|Auto Reset Mod|
|autosprintfix|Auto Sprint Fix|
auto-torch|autotorch|Auto Torch|
|auto_twerk|Auto Twerk|
|aa|AutoArmor|AA
autoelytrapanic|autoelytrapanic|AutoElytraPanic|
automlg|auto-mlg|AutoMLG|
automessage|automessage|AutoMessage|
|automessenger|AutoMessenger|
automodpack|automodpack|AutoModpack|
autopackager|autopackager|AutoPackager|
autoreconnect|autoreconnect|AutoReconnect|
autoreglib|AutoRegLib,autoreglib|AutoRegLib|ARL
auto-respawn-mod|AutoRespawn|AutoRespawn|
autorun|simpleautorun|AutoRun|
autorun-fabric|autorun|AutoRun(Fabric)|
|asc|AutoServerCommand|ASC
autoslabs|autoslabs|AutoSlabs|
autosow-by-neni-o|autosow|AutoSow by Neni-o|
autotag|autotag-convention|AutoTag|
|autotechno|AutoTechno|
|ats|AutoTools|ATS
auto-vanilla|autosmithingtable|AutoVanilla|
autochefs-delight|autochefs-delight,autochefsdelight|Autochef's Delight|
|crafter|Autocrafter Early|
autodrop|autodrop|Autodrop|
|autofarmmod|Autofarm Mod|
|veigar|Autofish-chao|
automated-crafting|automated_crafting|Automated Crafting|
automatic-infinite-elytra|autoinfelytra|Automatic Infinite Elytra|
automatic-path|autopath|Automatic Path|
automatic-tool-swap|toolswap|Automatic Tool Swap|
|automaticmemories|AutomaticMemories|
autopilot|autopilot|Autopilot|
autostereogram|eyething|Autostereogram|
|autosweep|Autosweep|As
|autototem|Autototem|
autoverse|autoverse|Autoverse|
auudio-forge|auudio|Auudio|
avaritia-1-1x-kedition||Avaritia 1.1x Kedition|
asgardandelion-for-botania|botaniaasgard|Avaritia Asgardandelion For Botania|
avaritia-unofficial|avaritia_remastered|Avaritia Remastered|
avaritia-tweaks|avaritiatweaks|Avaritia Tweaks|
avaritia-universal|avaritia|Avaritia Universal|
avaritia-complement|avaritiatweaks|Avaritia's Complement|
aviator-dreams|aviator_dream|Aviator Dreams|
|AwakenDreams|Awaken Dreams|AD
awakened-bosses|awakened_bosses|Awakened Bosses|
awesome-dungeon-forge|awesomedungeon|Awesome Dungeon|
awesome-dungeon-nether-forge|awesomedungeonnether|Awesome Dungeon Nether edition|
awesome-dungeon-edition-ocean-forge|awesomedungeonocean|Awesome Dungeon Ocean Edition|
awesome-dungeon-the-end-forge|awesomedungeonend|Awesome Dungeon The End edition|
awesome-flooring-forge|awesomeflooring|Awesome Flooring|
awesome-magic|awesome_magic|Awesome Magic|
awoken-world|awokenworld|Awoken World|
aww-man-achievement-mod|awwman|Aww Man Achievement Mod|
|clocks_andchimes_mr|Axel's Clocks and Chimes|
axes-are-weapons|axesareweapons|Axes Are Weapons|
axifier|axifier|Axifier|
|axiom|Axiom|
|axolotlbuckets|Axolotl Buckets|
shadow-x-axolotl-buckets-plus|axolotlbucketsplus|Axolotl Buckets +|
|axolotlclient,axolotlclient-common|Axolotl Client|
|axolotlviewer|AxolotlViewer|
ayame-paperdoll|ayame_paperdoll,ayamepaperdoll|Ayame 纸娃娃|
aylyth|aylyth|Aylyth|
azure-paxels|azure-paxels|Azure Paxels|
azuredooms-chunk-loader|chunk|AzureDoom's Chunk Loader|
azuredooms-angel-ring|azuredoomsangelring,doomangelring|AzureDoom的天使指环|
azurelib|azurelib|AzureLib|
azurelib-armor|azurelibarmor|AzureLib Armor|
azure-rpg-items|azurerpgitems|Azure的RPG风格物品|
azurum-miner||Azurum Miner|
brewin-and-chewin-remastered|brewinandchewin|B&C Fan-Made 1.20 Port|
base|base|B.A.S.E|
b0bgarys-biome-remover-v-1-0-0-1|BiomeRemove,b0bgarysbiomeremoverv1001|B0bGary的生物群系禁用器|
